mcl(2)Z3534	FBgn0069177
Sym	FBgn0037371
l(2)Q1	FBgn0029035
l(2)SH1058	FBgn0065542
CG8191	FBgn0030675
l(3)SH040	FBgn0065162
CG3402	FBgn0035148
W145	FBgn0084211
wa-cup	FBgn0037502
CheA75a	FBgn0036783
l(1)53	FBgn0019769
CG13315	FBgn0040827
CG41360	FBgn0085631
CG12182	FBgn0028504
mRpS5	FBgn0044510
fs(2)K	FBgn0000985
sle	FBgn0037810
anon-2216	FBgn0015862
l(2)k10914	FBgn0021935
l(2)K483	FBgn0002145
ncn	FBgn0002925
CG43187	FBgn0262816
ch-b	FBgn0000305
Tsp3A	FBgn0040334
l(1)2Br	FBgn0001386
l(3)01949	FBgn0010764
M(2)59B	FBgn0261678
Ir40a	FBgn0259683
yin	FBgn0265575
CR45308	FBgn0266846
anon-XIV	FBgn0019850
l(3)S093411	FBgn0028060
rgr	FBgn0267792
anon-10Ak	FBgn0023123
wapl	FBgn0004655
Prosap	FBgn0040752
Cyp308a1	FBgn0030949
CG1983	FBgn0039751
l(3)06142b	FBgn0065184
snoRNA:Me28S-A982b	FBgn0082942
l(3)99Dg	FBgn0002406
l(2)43Db	FBgn0004131
Npc2b	FBgn0038198
sphinx1	FBgn0052383
CG9948	FBgn0035721
CG13166	FBgn0040758
hang	FBgn0026575
Su(Dl)F116	FBgn0010088
jhu2388	FBgn0086215
l(1)BP	FBgn0014977
l(2)46Da	FBgn0014985
Nplp3	FBgn0042201
Cct2	FBgn0035231
l(2)SH2077	FBgn0065264
fs(2)eo3	FBgn0000968
CG43923	FBgn0264544
Sulf1	FBgn0040271
l(2)k11002	FBgn0024644
His1:CG33837	FBgn0053837
l(3)S110915	FBgn0060481
l(3)88EFd	FBgn0062528
su(comp)3L-2	FBgn0086210
CR43496	FBgn0263507
CG31777	FBgn0051777
ttd5	FBgn0259941
mRpS26	FBgn0036774
CG13313	FBgn0035941
l(2)PC4-D	FBgn0015978
CG17625	FBgn0039002
ihog	FBgn0031872
Mps1	FBgn0000063
Sema-2a	FBgn0011260
l(1)16ACb	FBgn0015418
pre-mod(mdg4)-U	FBgn0261845
isopeptidase-T-3	FBgn0028372
Eh	FBgn0000564
ms(2)A10	FBgn0025157
CG2247	FBgn0030320
mms4	FBgn0033549
CG7368	FBgn0036179
sd-10	FBgn0067657
CG42830	FBgn0262017
CG10081	FBgn0034441
l(2)SH0470	FBgn0065768
Dip-C	FBgn0000455
small-potatoes	FBgn0264661
CR43793	FBgn0264337
Tsp74F	FBgn0036769
CG42340	FBgn0259242
CR45046	FBgn0266406
l(3)84Fg	FBgn0002309
l(2)SH1067	FBgn0065539
CR45420	FBgn0266969
l(1)9Fb	FBgn0001476
CG15362	FBgn0031378
His2B:CG33870	FBgn0053870
Mst66D	FBgn0002860
PdL14B1	FBgn0045979
3L-211-27	FBgn0070048
l(1)v361	FBgn0005454
CG11753	FBgn0037603
CG31106	FBgn0051106
su(ve)	FBgn0003636
yellow-e3	FBgn0038150
SK	FBgn0029761
Fkbp14	FBgn0010470
mir-9370	FBgn0283637
Su(rst)D121	FBgn0043996
CG34054	FBgn0054054
l(3)68Cg	FBgn0002245
dia	FBgn0011202
l(2)k06113	FBgn0022143
Mod(var)1322	FBgn0062609
CG42650	FBgn0261502
CG42822	FBgn0262004
poil-rare	FBgn0014373
CG6933	FBgn0036952
Arfip	FBgn0037884
anon-Pen79B	FBgn0003064
eIF2B-delta	FBgn0034858
CG33307	FBgn0053307
l(2)talc	FBgn0014272
CG15722	FBgn0040861
Mst85C	FBgn0028708
CG2124	FBgn0030217
l(1)75B1	FBgn0019759
CG33985	FBgn0053985
CG34161	FBgn0085190
CG44325	FBgn0265413
LysS	FBgn0004430
l(2)k06416	FBgn0022128
l(1)11Db	FBgn0001523
dsf	FBgn0015381
ORY	FBgn0046323
exd	FBgn0000611
sns	FBgn0024189
CG10602	FBgn0032721
CG42496	FBgn0260222
CG18518	FBgn0028900
IFT57	FBgn0031550
l(4)102ABd	FBgn0004517
CG13331	FBgn0033850
tmo	FBgn0014999
CG31233	FBgn0051233
CR46101	FBgn0267770
CR45614	FBgn0267174
ms(3)85D	FBgn0011248
l(3)S096901b	FBgn0028046
CG11601	FBgn0031244
CG5160	FBgn0031906
CG33290	FBgn0053290
l(1)Mb16	FBgn0001791
CR45874	FBgn0267534
E(rst)B54	FBgn0044122
CG12024	FBgn0035283
BG01084	FBgn0086406
Su(w[a])B2	FBgn0005359
CG6283	FBgn0039474
l(3)S027418	FBgn0060991
ee	FBgn0000554
CG31668	FBgn0051668
CG32249	FBgn0052249
fs(2)OW104	FBgn0005058
l(3)CMV45	FBgn0263901
CG13991	FBgn0031785
CR43891	FBgn0264483
CG12726	FBgn0030487
CG40445	FBgn0058445
ara	FBgn0015904
l(2)49Fl	FBgn0002083
Humeral-patch	FBgn0005110
Ing3	FBgn0030945
dlg1	FBgn0001624
CR42858	FBgn0262105
reti	FBgn0003236
Scim17	FBgn0044410
CG41318	FBgn0085611
Had	FBgn0001172
Mvb12	FBgn0030894
l(2)SH2315	FBgn0065198
fs(2)OW810	FBgn0005086
CG42272	FBgn0259167
acj9	FBgn0013385
GCS2alpha	FBgn0027588
gudu	FBgn0031905
CR46227	FBgn0267947
CG9757	FBgn0003060
CR43372	FBgn0263130
CG15506	FBgn0039686
CG40648	FBgn0085762
tru	FBgn0014401
hab	FBgn0026233
CG12105	FBgn0035241
tra::tra2	FBgn0025727
EP682	FBgn0044451
ouib	FBgn0037618
l(1)EN15	FBgn0001677
l(1)G0325	FBgn0067738
Ziz	FBgn0260486
CG4053	FBgn0038482
APC4	FBgn0052707
tRNA:Ser-CGA-1-3	FBgn0011977
Sce	FBgn0003330
l(4)102CDo	FBgn0004544
l(1)14P11	FBgn0013475
l(3)S095203b	FBgn0060579
Ca-alpha1D	FBgn0001991
CG7222	FBgn0033551
CLS	FBgn0039360
Gadd34	FBgn0034948
Sec10	FBgn0266673
CG18748	FBgn0042105
psidin	FBgn0243511
Apc	FBgn0015589
CG30461	FBgn0050461
fs(2)E1	FBgn0000954
CG12383	FBgn0030690
4B7-11	FBgn0069066
bod	FBgn0000203
CG30130	FBgn0050130
Pburs	FBgn0264810
ftz::prd	FBgn0015942
Ero1L	FBgn0261274
BG00297	FBgn0263943
l(1)304-69	FBgn0011199
CG13647	FBgn0039256
ftz::Dr	FBgn0014178
Chr1	FBgn0020223
mir-4940	FBgn0263556
CG8910	FBgn0025833
Su(hh)VI	FBgn0043561
CG33339	FBgn0053339
Su(E1)-A	FBgn0262767
djl	FBgn0037463
l(1)U93	FBgn0043892
l(3)84Dc	FBgn0004201
zuc	FBgn0261266
smp-30	FBgn0038257
CG13828	FBgn0040591
Prosalpha2	FBgn0086134
l(3)S094003	FBgn0028058
CG11313	FBgn0039798
CG40143	FBgn0058143
fkl	FBgn0067776
l(3)S103914b	FBgn0060514
glissade	FBgn0067769
l(1)dn18	FBgn0001638
mt:tRNA:Glu-TTC	FBgn0013692
CG14963	FBgn0035409
NaCP37B	FBgn0002919
CG8833	FBgn0036386
l(1)6Dg	FBgn0001423
ER2-3	FBgn0016639
MRE22	FBgn0086553
CG4751	FBgn0032348
l(3)SH131	FBgn0065131
rho-4	FBgn0030318
Hand	FBgn0032209
l(3)S103705b	FBgn0060517
l(2)36Fg	FBgn0002014
l(3)tk11	FBgn0040111
l(3)S099801b	FBgn0042634
CG4565	FBgn0037841
CG14483	FBgn0034248
CG4313	FBgn0025632
EP569	FBgn0082364
CG12299	FBgn0032295
CG40385	FBgn0058385
tdd	FBgn0003678
snmRNA:838	FBgn0065081
B0699	FBgn0259613
shl	FBgn0003393
l(3)01728	FBgn0010761
CG14777	FBgn0026872
CR44034	FBgn0264826
l(3)neo8	FBgn0011452
CR31700	FBgn0051700
l(1)10Bo	FBgn0005403
CG14328	FBgn0040566
CG1344	FBgn0027507
CG33713	FBgn0064116
CG14277	FBgn0032008
CanA-14F	FBgn0267912
lig	FBgn0020279
l(2)PC4-K	FBgn0015983
ddt	FBgn0266283
RhoGAP18B	FBgn0261461
BG01526	FBgn0070005
CG30456	FBgn0050456
B0457	FBgn0259557
CG31752	FBgn0051752
CG8541	FBgn0035788
CG15391	FBgn0040714
Gr59f	FBgn0041234
CR45209	FBgn0266736
CG32112	FBgn0052112
CG33785	FBgn0061362
l(3)S132413	FBgn0027986
Sbp6	FBgn0026368
l(2)PN-6	FBgn0027158
l(3)S105611	FBgn0060502
l(3)S101801b	FBgn0060526
CR44682	FBgn0265893
tub	FBgn0003882
CG12446	FBgn0031201
CG3894	FBgn0035059
CG4386	FBgn0034661
CG12320	FBgn0038590
anon-RNA:A1	FBgn0003456
l(3)S037703	FBgn0060949
CG33203	FBgn0053203
l(2)60Af	FBgn0027178
C432	FBgn0259391
CR45147	FBgn0266640
CG31448	FBgn0051448
CR40182	FBgn0058182
Dpit47	FBgn0266518
l(1)Q6	FBgn0011053
CG8908	FBgn0034493
CG17600	FBgn0031195
Or19a	FBgn0041626
mde	FBgn0069133
irreD	FBgn0001273
HM840	FBgn0082329
ey::toy	FBgn0261174
gprs	FBgn0024232
1731\\RTase	FBgn0012032
CR44767	FBgn0265992
ms(3)mntr	FBgn0029000
CG31172	FBgn0051172
l(1)7Ed	FBgn0001463
CG18327	FBgn0033904
l(1)ts612	FBgn0001835
CG30065	FBgn0050065
snoRNA:Or-CD9a	FBgn0261973
l(1)Mc35	FBgn0001805
RhoGAP1A	FBgn0025836
CG6830	FBgn0037934
ksh-18	FBgn0028629
CG17633	FBgn0032144
ebd2	FBgn0037076
CR45159	FBgn0266652
CG7510	FBgn0036741
E(var)33AD	FBgn0005044
snoRNA:U27:54Eb	FBgn0063387
E(Pc)17B	FBgn0013933
snmRNA:359	FBgn0065096
Atac3	FBgn0052343
Su(var)3-10	FBgn0003601
CG15435	FBgn0031608
CG33467	FBgn0053467
pncr016:2R	FBgn0062961
CG41448	FBgn0084012
CG13024	FBgn0036665
CG12426	FBgn0039552
CG34401	FBgn0085430
droopy	FBgn0000491
ProRS-m	FBgn0027082
CR	FBgn0004515
CG6927	FBgn0029733
Dip-B	FBgn0000454
snoRNA:Me18S-A1806	FBgn0086074
CG40063	FBgn0058063
l(3)S026421	FBgn0084285
l(2)31Ej	FBgn0014229
l(3)S051302	FBgn0060826
l(2)37Fe	FBgn0002052
Pdz	FBgn0020387
CG31875	FBgn0051875
2L4508	FBgn0260079
CR43839	FBgn0264391
snoRNA:Me28S-U1848	FBgn0082926
bangdoo	FBgn0015908
CG10077	FBgn0035720
l(3)Eq1	FBgn0064165
l(2)SH2139	FBgn0065245
fs(2)lto4	FBgn0005394
grh	FBgn0259211
ttv	FBgn0265974
CG32643	FBgn0052643
tacc	FBgn0026620
CG13014	FBgn0030759
anon-38D.13	FBgn0046651
CG4757	FBgn0027584
Su(Ste):CR42416	FBgn0259847
cp	FBgn0000354
CG34300	FBgn0085329
CG15602	FBgn0030694
l(1)G0424	FBgn0028277
EP3707	FBgn0043347
1360\\T	FBgn0066320
mir-971	FBgn0262222
l(2)hst	FBgn0002123
CR43821	FBgn0264369
l(2)k00213	FBgn0022273
Or35a	FBgn0028946
Smox	FBgn0025800
godzilla	FBgn0037442
Cul5	FBgn0039632
CG44008	FBgn0264750
CG2970	FBgn0034936
CG33199	FBgn0053199
CG32812	FBgn0025642
mtt	FBgn0050361
scaRNA:PsiU2-55	FBgn0263485
LysE	FBgn0004428
Pcp	FBgn0003046
rtg	FBgn0016058
CG12483	FBgn0040688
obst-I	FBgn0052304
l(3)S051701b	FBgn0060824
l(3)72Fc	FBgn0025504
CG31268	FBgn0051268
snmRNA:430:CR33731	FBgn0053731
Sfp79B	FBgn0259973
CR44847	FBgn0266141
Prosalpha4	FBgn0004066
CG7985	FBgn0028499
CG4733	FBgn0038744
CG18754	FBgn0042106
l(3)76BDt	FBgn0025922
CR44649	FBgn0265860
2.1	FBgn0015579
fs(1)M116	FBgn0000906
CycB3	FBgn0015625
fs(3)A6	FBgn0001015
Tsp68C	FBgn0043550
cort	FBgn0000351
CG7049	FBgn0035102
anon-93Bb	FBgn0027351
CG32473	FBgn0052473
CG12546	FBgn0037178
CR45369	FBgn0266909
l(3)SG50	FBgn0002490
CG1850	FBgn0033154
kappaB-Ras	FBgn0040513
snoRNA:Psi28S-1837b	FBgn0082995
l(2)21Fd	FBgn0001898
Gs1l	FBgn0019982
CG5118	FBgn0031317
Rsf1	FBgn0011305
Mkp	FBgn0083992
CG2147	FBgn0030025
l(4)B6-C1	FBgn0083082
CG16798	FBgn0032856
snoRNA:CG31191-a	FBgn0263460
CG43691	FBgn0263774
l(3)S023434b	FBgn0061049
l(3)SG93	FBgn0005273
Fen1	FBgn0025832
Sfp33A1	FBgn0259962
darky	FBgn0000417
l(1)4Da	FBgn0015434
CG18749	FBgn0042182
Shudderer	FBgn0003402
l(3)S078514	FBgn0028093
Cyp4p3	FBgn0033397
2SrRNA	FBgn0065042
CR43913	FBgn0264514
WppH	FBgn0023135
bot	FBgn0000207
l(2)44Fm	FBgn0061503
l(2)SH0190	FBgn0065907
l(1)ESHS36	FBgn0001715
ens	FBgn0264693
CG18828	FBgn0042151
CalpC	FBgn0260450
CR44945	FBgn0266250
l(3)70Ab	FBgn0002274
CG34383	FBgn0085412
crp	FBgn0001994
l(3)87Cb	FBgn0002346
JJF175	FBgn0069410
CG17124	FBgn0032297
Roc1b	FBgn0040291
ms(2)HB54	FBgn0014351
CG3709	FBgn0031227
CG14479	FBgn0034228
GIIIC	FBgn0046709
tant	FBgn0028980
CG42692	FBgn0261582
CG10932	FBgn0029969
ksr::tor	FBgn0019804
l(3)77CDj	FBgn0029015
Hop	FBgn0024352
CG9531	FBgn0031817
CR43967	FBgn0264698
CR46264	FBgn0275432
Gase4	FBgn0022398
CG1890	FBgn0039869
CG7579	FBgn0036528
ms(3)neo5	FBgn0013669
EP3263	FBgn0062659
l(3)68Bg	FBgn0002228
dfk	FBgn0014146
Rac2	FBgn0014011
CR40565	FBgn0085745
steeple	FBgn0264664
BG00488	FBgn0070024
Wsck	FBgn0046685
l(3)S004624	FBgn0028229
insv	FBgn0031434
l(2)25Fd	FBgn0001938
CG40158	FBgn0058158
osho	FBgn0014369
CG17786	FBgn0039167
CG5808	FBgn0027617
har56	FBgn0014188
GSd424	FBgn0260340
mir-4956	FBgn0263563
CG32083	FBgn0052083
l(?)rK270	FBgn0028584
Prosbeta5R2	FBgn0051742
l(3)84Ce	FBgn0002307
CG7630	FBgn0040793
E(spl)mbeta-HLH	FBgn0002733
anon-64Ea	FBgn0019883
l(2)k05636	FBgn0024665
CR43761	FBgn0264261
tRNA:Leu-TAA-1-1	FBgn0051506
Or74a	FBgn0036709
fs(2)OW105	FBgn0005059
Pt-8	FBgn0022364
CG34211	FBgn0085240
CG12685	FBgn0040910
CG44098	FBgn0264907
su(RpII140[Z36])S10	FBgn0025137
l(3)S005916b	FBgn0061113
CR45825	FBgn0267475
L	FBgn0267825
CR46182	FBgn0267894
tRNA:Thr-AGT-1-3	FBgn0051497
CR44885	FBgn0266179
CR43281	FBgn0262970
l(2)K215	FBgn0002134
CR44600	FBgn0265811
CR32010	FBgn0052010
l(3)05241	FBgn0010862
CG41065	FBgn0069955
CG34324	FBgn0085353
mus305	FBgn0002902
E(sda)A	FBgn0066132
scpr-B	FBgn0037888
t	FBgn0086367
l(3)68Db	FBgn0002248
l(4)102CDp	FBgn0004545
E(rst)C383	FBgn0044109
stops	FBgn0086704
l(2)k11537	FBgn0021908
l(3)S140901	FBgn0060356
l(3)SH145	FBgn0065122
atl	FBgn0039213
CR45823	FBgn0267473
CG14305	FBgn0038630
l(1)7Fi	FBgn0061158
l(2)GPMG-18	FBgn0022732
CG18539	FBgn0034325
l(3)SH138	FBgn0065127
Eig71Ef	FBgn0004593
tRNA:His-GTG-1-5	FBgn0050223
l(2)SH0529	FBgn0065739
Ino80	FBgn0086613
l(2)L10	FBgn0262120
pur1	FBgn0010167
flr	FBgn0260049
Ccp84Ae	FBgn0004779
CR44788	FBgn0266023
Mon1	FBgn0031640
l(3)A4-4L5	FBgn0046838
CG11229	FBgn0031138
Pig2	FBgn0004576
Lerp	FBgn0051072
CG15576	FBgn0029700
CR44726	FBgn0265939
l(2)SH1975	FBgn0065304
Mst47A	FBgn0002857
CG11149	FBgn0031732
CG33667	FBgn0053667
l(1)Mb28	FBgn0001795
EloB	FBgn0023212
Su(var)2-10	FBgn0003612
f4	FBgn0022334
3R-66-38	FBgn0070037
Dhc1	FBgn0025441
CG13989	FBgn0031786
Top3beta	FBgn0026015
CR44712	FBgn0265923
CR31958	FBgn0051958
Amph::EndoA	FBgn0261919
l(1)17Da	FBgn0015422
l(2)Hr45-cII	FBgn0045039
CG32485	FBgn0052485
CR44906	FBgn0266211
Su(Mir)2	FBgn0264276
TpnC25D	FBgn0031692
CG5225	FBgn0038468
fs(1)A147	FBgn0000828
l(3)S135107	FBgn0060380
CG43680	FBgn0263763
tRNA:Lys-TTT-2-4	FBgn0011904
l(3)S011302	FBgn0061091
wuc	FBgn0033770
CG18467	FBgn0034218
CG5946	FBgn0036211
Mob4	FBgn0259483
Gas8	FBgn0029667
CG31419	FBgn0051419
CR45349	FBgn0266888
CG7320	FBgn0036782
Sra-1	FBgn0038320
CR44350	FBgn0265450
l(3)81Fa	FBgn0002300
l(1)30	FBgn0019779
SR3-2	FBgn0016732
sdx	FBgn0003350
l(3)S091709	FBgn0060602
CG14252	FBgn0039462
Eig71Eh	FBgn0014848
sxe2	FBgn0038398
l(3)64.63	FBgn0064169
CG3729	FBgn0029582
Smyd4-2	FBgn0036282
d01629	FBgn0260629
substance-P	FBgn0062519
pubescent	FBgn0003163
CR45577	FBgn0267137
S6KL	FBgn0283473
fu12	FBgn0026718
CR44646	FBgn0265857
salm	FBgn0261648
l(2)27Ca	FBgn0001946
l(1)20BFa	FBgn0023066
Karl	FBgn0030334
l(1)19Fb	FBgn0001562
l(1)TK233	FBgn0005741
CG10734	FBgn0034082
C832	FBgn0259270
mt:tRNA:Gly-TCC	FBgn0013694
ND-23	FBgn0017567
l(2)SH2156	FBgn0065240
CG41069	FBgn0069953
FCG-J	FBgn0264407
rdgB	FBgn0003218
Di	FBgn0023351
CG1074	FBgn0037250
roX2-CES	FBgn0046320
CG41310	FBgn0085606
mor(1)11	FBgn0019680
e(y)3	FBgn0087008
Ptip	FBgn0052133
Adam	FBgn0027619
Su(ro[DOM])1993	FBgn0043558
RevIII-3y	FBgn0027374
l(1)G0150	FBgn0027294
Fs(2)Bil	FBgn0000951
Burdock\\gag	FBgn0043782
l(1)1EFd	FBgn0001355
CR45707	FBgn0267271
anon-20ABa	FBgn0014084
CG31131	FBgn0051131
fs(1)K79	FBgn0000811
CR44339	FBgn0265427
DIP1	FBgn0024807
Ugt86Dh	FBgn0040252
Mst84Da	FBgn0004172
RpS17	FBgn0005533
CG1024	FBgn0027514
Kdm4A	FBgn0033233
E2f2	FBgn0024371
CG3735	FBgn0034933
l(1)H21	FBgn0027200
CR45398	FBgn0266947
l(1)v129	FBgn0005439
l(3)S139213	FBgn0060361
l(3)S090314	FBgn0028069
l(2)SH0527	FBgn0065740
l(3)84Ee	FBgn0004207
ERR	FBgn0035849
CG45049	FBgn0266409
CR45589	FBgn0267149
CG13002	FBgn0030804
CG13829	FBgn0039059
CR45429	FBgn0266978
Jhbp-63	FBgn0013283
CG31524	FBgn0051524
mace	FBgn0086301
dally	FBgn0263930
tRNA:Ser-GCT-2-1	FBgn0011970
Or19b	FBgn0062565
CG7906	FBgn0036417
GS8172	FBgn0086284
l(1)7Ce	FBgn0001443
CG2818	FBgn0031566
Mrtf	FBgn0052296
Hr78	FBgn0015239
rdgE	FBgn0014379
l(1)G0210	FBgn0067748
Vha55	FBgn0005671
C446	FBgn0259291
GTD1-1.1	FBgn0044064
CR43259	FBgn0262904
l(1)2BCb	FBgn0015430
CR41443	FBgn0084008
2L3064	FBgn0260615
Fs(2)Ket	FBgn0262743
l(3)neo6	FBgn0011450
Tyler	FBgn0031038
CG9886	FBgn0031428
l(2)SH0342	FBgn0065834
l(2)DTS91	FBgn0011778
Frd	FBgn0000726
His1:CG33807	FBgn0053807
mxc	FBgn0260789
CG6690	FBgn0038918
l(2)SH2154	FBgn0065241
Taf1	FBgn0010355
E(smoDN)1438	FBgn0083308
Fdh	FBgn0011768
betaNACtes4	FBgn0030566
CG14721	FBgn0037942
Dly	FBgn0000471
E(var)A1	FBgn0013266
CG6733	FBgn0039052
CG17141	FBgn0039020
nkd::Hsap\\NKD2	FBgn0086170
CG2938	FBgn0029685
CG30183	FBgn0050183
EP-63	FBgn0259249
CG7845	FBgn0033059
obt	FBgn0002978
l(3)05088	FBgn0010855
anon-23EFa	FBgn0015337
CR45444	FBgn0266993
CG44243	FBgn0265178
H1	FBgn0016659
l(3)SH007	FBgn0065178
BG01533	FBgn0086383
Sxl::U2af65	FBgn0020886
CG42810	FBgn0261992
CG40813	FBgn0085521
l(2)57Ab	FBgn0004148
GABA-B-R2	FBgn0027575
BG01020	FBgn0070020
CG3081	FBgn0025613
l(3)S005818	FBgn0028224
CG33465	FBgn0053465
CG41128	FBgn0069923
5SrRNA:CR33370	FBgn0053370
Psc	FBgn0005624
mit(3)R72	FBgn0020526
CR45337	FBgn0266876
CG15631	FBgn0031626
CR33317	FBgn0053317
Ir56d	FBgn0034458
CG15888	FBgn0038131
l(2)SH0369	FBgn0065820
CR45759	FBgn0267323
Acp98AB	FBgn0263597
bowl	FBgn0004893
CG17681	FBgn0032668
anon-15ABa	FBgn0020365
l(3)neo50	FBgn0011483
stai	FBgn0266521
nori-6	FBgn0021769
CG34132	FBgn0083968
l(3)97Dc	FBgn0013588
Sps2	FBgn0032224
CG14946	FBgn0032405
MYPT-75D	FBgn0036801
l(3)S115415	FBgn0028007
Gasz	FBgn0033273
CG15414	FBgn0031542
CG1418	FBgn0033468
Est-9	FBgn0005037
Cpr72Eb	FBgn0036618
p1130	FBgn0261389
MBD-like	FBgn0027950
l(3)89Da	FBgn0004764
CG7741	FBgn0033615
CG40715	FBgn0085510
VAChT	FBgn0270928
cnr	FBgn0022738
scyl	FBgn0041094
CR44491	FBgn0265684
lectin-33A	FBgn0040096
KG01932	FBgn0260220
tRNA:iMet-CAT-2-1	FBgn0011921
l(1)ESHS24	FBgn0001703
TwdlN	FBgn0039441
dsx	FBgn0000504
CG31064	FBgn0051064
CG41327	FBgn0085617
His3:CG33806	FBgn0053806
CG10822	FBgn0034478
Traf-like	FBgn0030748
UK114	FBgn0086691
l(2)k11328	FBgn0021916
anon-E1	FBgn0022749
CR45543	FBgn0267103
22F2	FBgn0260030
CG13722	FBgn0035553
CG10431	FBgn0032730
CG15642	FBgn0030642
sg	FBgn0003369
Go	FBgn0001121
EP2-430	FBgn0260801
Rpn9	FBgn0028691
l(2)25Fb	FBgn0001936
l(2)46DEb	FBgn0015964
C767	FBgn0259379
s-460	FBgn0266510
UQCR-6.4	FBgn0034245
CG31848	FBgn0051848
l(3)2332	FBgn0260493
l(3)ry125b	FBgn0014317
hip34	FBgn0025932
B0771	FBgn0259591
rgt	FBgn0003246
ND-B16.6	FBgn0029868
l(2)W10	FBgn0028615
Ble	FBgn0000197
CR45383	FBgn0266932
MtnC	FBgn0038790
Mp	FBgn0260660
CG10827	FBgn0038845
l(2)SH0444	FBgn0065780
CG42261	FBgn0259146
5SrRNA:CR33450	FBgn0053450
l(1)318	FBgn0019777
CG14812	FBgn0026090
CG9384	FBgn0036446
CG2444	FBgn0030326
tRNA:Gln-CTG-4-1	FBgn0028909
l(3)S132214	FBgn0060397
CG1113	FBgn0037304
dh	FBgn0014147
CG5087	FBgn0035953
Gr98b	FBgn0046887
CR44651	FBgn0265862
Nrt::spi	FBgn0266583
Lamp1	FBgn0032949
C649	FBgn0259248
ms(3)Z3-5231	FBgn0259760
l(1)90	FBgn0013492
PTPMT1	FBgn0039111
CR45639	FBgn0267199
l(1)11Ef	FBgn0001530
l(2)148	FBgn0019728
pcs	FBgn0033988
CG9143	FBgn0034496
CG34461	FBgn0250833
Tango5	FBgn0052675
WASp	FBgn0024273
CG5895	FBgn0036560
CG11260	FBgn0039912
CR41583	FBgn0085805
trc	FBgn0003744
CG30349	FBgn0050349
CG3348	FBgn0040609
CG2955	FBgn0031585
Vps13	FBgn0033194
His2A:CG33856	FBgn0053856
CR44766	FBgn0265987
CG4050	FBgn0020312
CG17380	FBgn0039077
CG13296	FBgn0035687
Fas1::Nrg	FBgn0020010
CG12376	FBgn0033323
CG4151	FBgn0029770
CG6999	FBgn0030085
FucT6	FBgn0030327
l(3)s1696	FBgn0011007
l(1)304-71	FBgn0011200
MED15	FBgn0027592
CG34225	FBgn0085254
l(1)jl	FBgn0001753
nompD	FBgn0016921
smi45E	FBgn0016931
CR43432	FBgn0263380
CR44373	FBgn0265511
CG18109	FBgn0028901
CG14995	FBgn0035497
Msp	FBgn0002853
Caper	FBgn0031883
CG30369	FBgn0050369
His3.3B	FBgn0004828
MstProx	FBgn0015770
G6P	FBgn0031463
Rack1	FBgn0020618
l(1)19Cc	FBgn0001558
Mdh2	FBgn0262559
fs(1)A1559	FBgn0000783
RhoGAP54D	FBgn0034249
ray	FBgn0004791
CG4949	FBgn0030813
mcl(3)Z2094	FBgn0069159
CG9875	FBgn0034850
CG8773	FBgn0038135
l(2)SH0619	FBgn0065703
CG17337	FBgn0259979
CR44003	FBgn0264745
Acp65Aa	FBgn0020765
Cyp12b2	FBgn0034387
Opa1	FBgn0261276
CG40317	FBgn0058317
Su(SuRaf1)A2-1	FBgn0026352
CR43382	FBgn0263212
E(rst)B80	FBgn0044120
CG41521	FBgn0085666
mir-283	FBgn0262426
l(1)M42	FBgn0001771
l(1)1	FBgn0010117
l(1)14Aa	FBgn0001533
CG43137	FBgn0262611
CG31283	FBgn0051283
l(2)SH1139	FBgn0065519
GTD74-135-2	FBgn0044062
HisRS	FBgn0027087
Fs(3)Dam	FBgn0001033
GSd315	FBgn0260305
l(3)68Fd	FBgn0002259
plu	FBgn0003114
RabX1	FBgn0015372
Droj2	FBgn0038145
CR41352	FBgn0083994
CG12725	FBgn0030483
l(2)SH2258	FBgn0065213
CG7115	FBgn0027515
CG15701	FBgn0034095
fs(2)BA37	FBgn0040220
l(3)S028310	FBgn0060982
otu	FBgn0003023
C923	FBgn0259442
l(2)SH0343	FBgn0065833
E-3c4	FBgn0084254
ms(2)A3	FBgn0025153
l(3)S009515	FBgn0085159
sirio	FBgn0069082
mor(1)4	FBgn0019675
l(3)j13B3	FBgn0011440
CG31827	FBgn0051827
CG32082	FBgn0052082
CG1444	FBgn0029975
CG8888	FBgn0033679
l(2)gd1	FBgn0261983
AstA	FBgn0015591
CG13310	FBgn0035928
l(1)G0256	FBgn0067746
GstD7	FBgn0010043
l(1)91-3	FBgn0019738
CR46197	FBgn0267916
Cad96Ca	FBgn0022800
ot	FBgn0003017
tilK	FBgn0016954
CG33664	FBgn0053664
CG41277	FBgn0085593
stl	FBgn0086408
CG33923	FBgn0053923
194-26	FBgn0069070
l(1)CP8	FBgn0001598
l(2)46Dg	FBgn0014991
l(2)SH0843	FBgn0065607
ms(2)neo4	FBgn0013659
Srpk79D	FBgn0025702
l(3)76BDm	FBgn0260655
CG42750	FBgn0261804
CG12865	FBgn0033957
Asciz	FBgn0035407
l(3)S118602a	FBgn0060456
l(2)37Da	FBgn0002037
CG30356	FBgn0050356
C607	FBgn0259439
E(var)3-14	FBgn0013249
anon-85Ca	FBgn0020571
tRNA:Val-CAC-2-6	FBgn0012004
l(2)DB1	FBgn0014254
fs(1)M52	FBgn0000858
CG5867	FBgn0027586
st	FBgn0003515
Su(var)38D	FBgn0024724
CG8170	FBgn0033365
CG42557	FBgn0260759
